Number,First,Len,Rotate,GNU,Rot13,FAQ6,Ly,Rs,Sum
685,0,0,17,0,30,19,19,23,37
686,0,0,28,0,20,23,29,29,29
687,0,0,24,0,18,12,25,20,16
688,0,0,17,0,17,22,16,14,21
689,0,0,16,0,12,21,18,13,26
690,0,0,23,0,29,25,21,30,15
691,0,0,17,0,21,21,25,22,10
692,0,0,18,0,19,20,23,19,10
693,0,0,25,0,17,21,17,24,13
694,0,0,24,0,22,20,26,20,8
695,0,0,24,0,11,20,20,21,9
696,0,0,17,0,11,26,27,18,6
697,0,0,17,0,21,20,29,16,8
698,0,0,10,0,16,21,13,31,5
699,0,0,27,0,11,21,15,17,7
700,0,0,24,0,10,16,15,19,8
701,0,0,27,0,7,28,19,25,9
702,0,0,32,0,11,21,31,23,14
703,0,0,21,0,11,22,21,23,9
704,0,0,15,0,9,23,22,22,18
705,0,0,19,0,10,22,19,27,22
706,0,0,20,0,6,18,25,13,23
707,0,0,16,0,4,23,19,17,23
708,0,0,24,0,8,23,23,24,32
709,0,0,15,0,4,30,21,23,38
710,0,0,19,0,4,18,19,29,42
711,0,0,18,0,6,24,18,15,48
712,0,0,26,0,4,22,16,23,56
713,0,0,27,0,10,15,19,23,76
714,0,0,27,0,3,18,27,10,96
715,0,0,16,0,10,21,22,16,93
716,0,0,15,0,4,22,25,24,117
717,0,0,17,0,4,21,20,22,127
718,0,0,33,0,3,28,16,18,136
719,0,0,23,0,1,26,18,20,154
720,0,0,18,0,3,24,16,16,180
721,0,0,16,0,1,16,34,16,214
722,0,0,22,0,1,25,16,19,222
723,0,0,21,0,0,23,21,16,230
724,0,0,19,0,2,20,19,28,278
725,0,0,17,0,0,16,16,18,291
726,0,0,21,0,2,13,17,22,328
727,0,0,23,0,0,19,18,24,335
728,0,0,14,0,0,21,16,20,388
729,0,0,13,0,0,23,27,16,360
730,0,0,15,0,0,21,23,24,438
731,0,0,17,0,0,20,17,15,438
732,0,0,14,0,1,16,31,22,514
733,0,0,24,0,0,25,21,17,538
734,0,0,24,0,0,24,17,28,546
735,0,0,21,0,0,18,22,32,590
736,0,0,9,0,0,18,22,21,588
737,0,0,16,0,1,26,24,26,591
738,0,0,17,0,0,24,25,18,648
739,0,0,22,0,1,19,18,23,708
740,0,0,28,0,0,20,14,22,731
741,0,0,19,0,0,22,27,19,774
742,0,0,15,0,0,18,20,16,816
743,0,0,15,0,0,18,19,12,854
744,0,0,15,0,1,21,16,14,867
745,0,0,20,0,0,26,18,23,869
746,0,0,18,0,2,36,27,21,960
747,0,0,16,0,1,23,28,26,883
748,0,0,30,0,0,14,21,16,902
749,0,0,17,0,0,15,23,17,926
750,0,0,11,0,0,15,17,17,940
751,0,0,13,0,1,20,14,22,929
752,0,0,16,0,0,17,17,23,954
753,0,0,18,0,2,10,19,15,889
754,0,0,22,0,1,20,25,10,945
755,0,0,23,0,2,16,24,22,926
756,0,0,18,0,2,23,12,20,931
757,0,0,20,0,2,21,22,23,884
758,0,0,23,0,3,38,27,20,930
759,0,0,23,0,3,20,15,21,872
760,0,0,22,0,8,20,22,22,863
761,0,0,20,0,7,32,19,10,827
762,0,0,22,0,8,16,23,13,797
763,0,0,19,0,12,32,23,20,847
764,0,0,18,0,6,17,29,15,775
765,0,0,26,0,12,15,21,23,723
766,0,0,20,0,13,25,26,18,724
767,0,0,22,0,9,27,32,21,671
768,0,0,18,0,17,21,19,14,630
769,0,0,22,0,12,20,16,21,625
770,0,0,24,0,24,16,23,13,598
771,0,0,22,0,24,18,25,25,582
772,0,0,15,0,23,15,21,16,575
773,0,0,17,0,17,13,13,21,464
774,0,0,19,0,24,25,19,21,441
775,0,0,31,0,17,30,18,21,426
776,0,0,25,0,25,22,19,28,413
777,0,0,22,0,26,19,35,21,386
778,0,0,17,0,26,19,18,19,351
779,0,0,21,0,35,22,17,15,327
780,0,0,23,0,35,21,19,18,263
781,0,0,25,0,34,18,17,18,273
782,0,0,24,0,28,25,15,19,239
783,0,0,20,0,30,18,23,15,234
784,0,0,22,0,27,23,23,19,204
785,0,0,27,0,31,19,24,22,178
786,0,0,22,0,36,20,23,27,173
787,0,0,22,0,29,20,17,25,135
788,0,0,22,0,36,16,16,26,113
789,0,0,11,0,33,19,13,19,142
790,0,0,21,0,38,17,19,23,84
791,0,0,26,0,21,25,14,20,83
792,0,0,16,0,30,19,26,12,68
793,0,0,19,0,25,27,14,18,56
794,0,0,21,0,31,18,16,18,61
795,0,0,25,0,28,22,24,16,54
796,0,0,27,0,33,25,20,23,42
797,0,0,26,0,33,16,16,14,37
798,0,0,20,0,27,17,27,19,35
799,0,0,25,0,26,24,20,20,25
800,0,0,27,0,42,22,13,23,24
801,0,0,22,0,21,23,26,19,27
802,0,0,27,0,22,13,16,16,15
803,0,0,22,0,11,28,18,24,18
804,0,0,27,0,22,25,19,18,19
805,0,0,22,0,22,19,18,25,11
806,0,0,10,0,21,13,23,24,21
807,0,0,17,0,17,16,18,17,15
808,0,0,13,0,20,11,16,16,20
809,0,0,18,0,11,26,17,33,22
810,0,0,21,0,23,17,26,17,31
811,0,0,22,0,13,21,16,20,28
812,0,0,15,0,18,18,19,20,36
813,0,0,17,0,10,25,14,21,35
814,0,0,18,0,12,12,21,20,30
815,0,0,25,0,5,22,21,17,51
816,0,0,19,0,5,18,21,25,68
817,0,0,25,0,5,13,28,16,77
818,0,0,18,0,7,24,16,15,73
819,0,0,23,0,5,20,30,18,84
820,0,0,16,0,10,11,16,18,96
821,0,0,18,0,4,16,23,23,106
822,0,0,17,0,4,15,16,25,135
823,0,0,21,0,2,18,21,20,146
824,0,0,16,0,3,22,13,22,138
825,0,0,13,0,4,24,12,20,183
826,0,0,21,0,2,32,13,21,202
827,0,0,15,0,1,24,22,17,203
828,0,0,18,0,1,24,26,27,230
829,0,0,12,0,1,18,16,33,259
830,0,0,12,0,2,17,23,17,298
831,0,0,21,0,1,19,29,19,342
832,0,0,26,0,2,19,21,23,327
833,0,0,18,0,0,16,21,16,401
834,0,0,24,0,2,28,13,33,394
835,0,0,29,0,4,28,20,23,433
836,0,0,15,0,1,29,24,28,470
837,0,0,22,0,4,12,14,21,499
838,0,0,22,0,0,20,20,24,552
839,0,0,16,0,1,28,23,14,547
840,0,0,29,0,0,23,22,17,620
841,0,0,22,0,0,13,25,15,636
842,0,0,26,0,0,22,23,18,679
843,0,0,28,0,0,17,22,13,732
844,0,0,21,0,0,21,22,15,733
845,0,0,19,0,0,15,17,16,814
846,0,0,24,0,0,10,21,20,811
847,0,0,18,0,0,20,17,22,856
848,0,0,21,0,0,23,19,27,891
849,0,0,19,0,1,21,20,20,930
850,0,0,25,0,1,25,19,18,954
851,0,0,18,0,1,28,27,23,909
852,0,0,12,0,0,19,21,24,978
853,0,0,18,0,1,19,32,18,979
854,0,0,16,0,1,18,14,13,965
855,0,0,23,0,0,23,20,24,1091
856,0,0,20,0,2,16,19,20,1109
857,0,0,21,0,1,17,19,14,1045
858,0,0,21,0,3,23,16,10,1096
859,0,0,22,0,2,28,22,24,1092
860,0,0,21,0,0,21,24,24,1109
861,0,0,16,0,3,23,20,21,1149
862,0,0,26,0,7,17,21,26,1119
863,0,0,18,0,4,21,17,30,1101
864,0,0,27,0,2,28,23,23,1087
865,0,0,27,0,5,19,16,32,1094
866,0,0,16,0,1,18,18,22,1091
867,0,0,29,0,7,22,23,20,1031
868,0,0,17,0,5,18,18,27,1049
869,0,0,15,0,9,16,17,25,952
870,0,0,18,0,12,21,23,21,999
871,0,0,20,0,13,16,22,23,875
872,0,0,22,0,10,25,18,22,940
873,0,0,11,0,14,24,27,11,907
874,0,0,19,0,13,20,15,30,878
875,0,0,27,0,23,21,20,22,844
876,0,0,20,0,17,18,9,14,792
877,0,0,19,0,19,16,17,28,698
878,0,0,24,0,18,23,19,23,747
879,0,0,17,0,23,27,14,17,698
880,0,0,20,0,22,19,21,22,615
881,0,0,23,0,29,21,19,15,632
882,0,0,17,0,32,16,20,22,564
883,0,0,17,0,33,23,13,16,571
884,0,0,28,0,31,22,17,21,566
885,0,0,19,0,33,28,26,17,456
886,0,0,26,0,38,22,23,28,464
887,0,0,19,0,47,12,23,19,415
888,0,0,20,0,32,19,21,39,391
889,0,0,31,0,37,20,31,18,352
890,0,0,23,0,37,18,22,16,346
891,0,0,19,0,35,17,14,30,286
892,0,0,17,0,37,17,17,16,266
893,0,0,15,0,34,29,28,13,248
894,0,0,19,0,45,22,19,21,213
895,0,0,23,0,36,21,24,19,217
896,0,0,22,0,31,28,17,14,170
897,0,0,22,0,34,22,20,22,148
898,0,0,26,0,48,15,21,19,157
899,0,0,17,0,42,27,15,19,109
900,0,0,17,0,33,17,24,15,112
901,0,0,27,0,41,17,17,28,112
902,0,0,19,0,42,24,23,21,85
903,0,0,25,0,48,15,26,25,86
904,0,0,26,0,51,22,26,23,50
905,0,0,23,0,42,27,20,15,56
906,0,0,22,0,28,25,15,18,50
907,0,0,22,0,33,18,25,19,48
908,0,0,25,0,19,24,16,16,46
909,0,0,15,0,33,22,20,18,38
910,0,0,21,0,38,23,20,17,39
911,0,0,19,0,31,26,18,20,38
912,0,0,21,0,28,20,17,15,31
913,0,0,19,0,21,22,26,11,34
914,0,0,21,0,24,17,27,15,22
915,0,0,24,0,26,21,25,24,29
916,0,0,15,0,21,14,21,16,33
917,0,0,12,0,33,15,29,21,28
918,0,0,32,0,20,17,24,20,49
919,0,0,23,0,20,25,16,10,37
920,0,0,15,0,21,16,24,18,58
921,0,0,21,0,20,20,14,27,52
922,0,0,20,0,13,25,20,16,57
923,0,0,27,0,19,19,11,10,68
924,0,0,21,0,13,22,18,16,61
925,0,0,21,0,10,16,17,22,97
926,0,0,27,0,8,26,24,27,86
927,0,0,12,0,13,24,24,19,110
928,0,0,12,0,8,22,22,19,111
929,0,0,24,0,9,20,22,27,130
930,0,0,27,0,10,24,19,21,155
931,0,0,22,0,11,36,15,19,160
932,0,0,21,0,6,21,15,24,169
933,0,0,20,0,8,20,28,31,188
934,0,0,19,0,3,20,20,17,221
935,0,0,15,0,6,19,18,12,209
936,0,0,26,0,2,20,21,19,261
937,0,0,24,0,7,23,15,21,294
938,0,0,25,0,2,19,23,30,285
939,0,0,24,0,1,19,17,18,332
940,0,0,18,0,1,24,15,22,341
941,0,0,19,0,1,18,19,20,381
942,0,0,15,0,2,19,22,17,402
943,0,0,17,0,1,17,17,16,462
944,0,0,19,0,3,21,21,15,523
945,0,0,22,0,0,19,27,19,519
946,0,0,25,0,1,20,10,17,542
947,0,0,22,0,2,21,14,19,596
948,0,0,24,0,1,27,12,31,590
949,0,0,22,0,0,24,27,21,643
950,0,0,22,0,1,23,22,26,649
951,0,0,17,0,0,23,21,19,672
952,0,0,24,0,0,27,22,16,726
953,0,0,21,0,0,16,22,31,814
954,0,0,26,0,1,21,17,20,740
955,0,0,18,0,0,18,23,27,838
956,0,0,13,0,1,21,12,15,896
957,0,0,24,0,1,14,21,25,910
958,0,0,23,0,0,21,11,25,933
959,0,0,20,0,1,28,20,25,955
960,0,0,25,0,1,20,21,26,987
961,0,0,19,0,0,14,22,20,1008
962,0,0,27,0,4,8,20,23,1003
963,0,0,31,0,4,22,28,11,1025
964,0,0,18,0,5,19,18,18,1029
965,0,0,17,0,1,18,21,21,1119
966,0,0,14,0,8,25,23,20,1076
967,0,0,33,0,7,15,20,29,1106
968,0,0,20,0,6,23,14,37,1043
969,0,0,24,0,7,20,21,20,1120
970,0,0,25,0,7,18,24,21,1123
971,0,0,20,0,10,18,24,21,1096
972,0,0,11,0,10,19,24,18,1058
973,0,0,23,0,18,12,30,19,1137
974,0,0,33,0,14,14,22,21,1083
975,0,0,24,0,20,24,18,23,1053
976,0,0,18,0,22,23,27,14,995
977,0,0,20,0,33,27,15,19,1024
978,0,0,20,0,19,18,18,23,993
979,0,0,16,0,22,14,27,17,997
980,0,0,21,0,29,24,22,29,946
981,0,0,24,0,28,15,27,21,961
982,0,0,19,0,28,23,23,15,951
983,0,0,22,0,41,18,21,28,833
984,0,0,21,0,33,15,21,20,866
985,0,0,20,0,36,21,18,22,860
986,0,0,21,0,32,16,19,19,749
987,0,0,25,0,40,16,21,21,747
988,0,0,13,0,53,21,19,20,698
989,0,0,10,0,52,24,18,22,653
990,0,0,27,0,45,25,21,15,647
991,0,0,17,0,57,17,20,28,593
992,0,0,24,0,50,20,17,23,545
993,0,0,21,0,45,20,30,22,531
994,0,0,18,0,48,17,23,14,495
995,0,0,29,0,48,18,26,26,431
996,0,0,25,0,43,20,25,16,423
997,0,0,17,0,56,18,19,23,424
998,0,0,27,0,52,21,10,17,381
999,0,0,18,0,53,19,17,30,356
1000,0,0,19,0,64,18,18,17,296
1001,0,0,21,0,57,24,19,23,295
1002,0,0,20,0,52,16,16,14,247
1003,0,0,20,0,41,19,25,21,203
1004,0,0,24,0,42,27,18,19,206
1005,0,0,19,0,60,14,17,24,201
1006,0,0,21,0,57,18,18,17,170
1007,0,0,18,0,70,22,24,18,144
1008,0,0,23,0,46,23,25,17,140
1009,0,0,22,0,58,19,17,20,103
1010,0,0,22,0,44,23,20,18,106
1011,0,0,14,0,52,18,18,20,93
1012,0,0,17,0,41,22,22,18,94
1013,0,0,19,0,45,23,15,11,95
1014,0,0,16,0,39,24,25,17,73
1015,0,0,21,0,43,20,18,20,48
1016,0,0,17,0,39,23,27,18,56
1017,0,0,20,0,43,20,21,19,56
1018,0,0,23,0,36,19,16,19,47
1019,0,0,20,0,45,18,20,19,39
1020,0,0,20,0,38,14,14,18,42
1021,0,0,22,0,35,23,22,28,38
1022,0,0,26,0,17,21,16,22,33
1023,0,0,30,0,28,17,16,21,35
1024,0,0,29,0,19,16,23,23,39
1025,0,0,28,0,26,22,18,22,39
1026,0,0,22,0,27,24,18,22,43
1027,0,0,22,0,20,14,17,19,31
1028,0,0,27,0,25,23,16,20,60
1029,0,0,18,0,17,24,25,22,74
1030,0,0,16,0,17,21,29,23,75
1031,0,0,28,0,9,22,15,25,59
1032,0,0,20,0,5,21,26,20,68
1033,0,0,17,0,18,22,19,20,98
1034,0,0,20,0,6,23,26,25,104
1035,0,0,25,0,15,21,19,16,102
1036,0,0,18,0,14,15,28,19,114
1037,0,0,15,0,9,27,24,23,122
1038,0,0,26,0,5,21,27,19,120
1039,0,0,32,0,9,16,23,14,130
1040,0,0,17,0,9,33,22,18,178
1041,0,0,16,0,4,18,22,10,178
1042,0,0,10,0,6,21,19,20,183
1043,0,0,24,0,5,19,29,30,209
1044,0,0,16,0,7,20,18,21,223
1045,0,0,33,0,4,18,24,26,263
1046,0,0,17,0,4,24,17,16,297
1047,0,0,26,0,3,25,20,26,299
1048,0,0,18,0,0,16,24,20,343
1049,0,0,26,0,1,20,20,16,350
1050,0,0,20,0,1,27,15,21,370
1051,0,0,31,0,3,19,24,18,366
1052,0,0,12,0,2,28,19,26,433
1053,0,0,25,0,0,19,26,23,465
1054,0,0,21,0,4,21,31,25,452
1055,0,0,19,0,1,23,24,15,459
1056,0,0,22,0,0,28,27,20,510
1057,0,0,21,0,0,22,19,20,574
1058,0,0,18,0,1,16,23,24,585
1059,0,0,26,0,2,15,21,22,624
1060,0,0,15,0,0,27,14,17,623
1061,0,0,23,0,0,29,28,19,706
1062,0,0,24,0,2,19,25,21,715
1063,0,0,20,0,1,22,17,22,663
1064,0,0,16,0,2,24,15,24,735
1065,0,0,18,0,1,12,22,25,713
1066,0,0,22,0,1,20,29,23,764
1067,0,0,25,0,2,17,18,24,810
1068,0,0,22,0,3,17,20,23,822
1069,0,0,22,0,3,34,15,12,811
1070,0,0,17,0,2,17,17,18,829
1071,0,0,18,0,2,14,22,18,856
1072,0,0,22,0,7,18,23,18,846
1073,0,0,28,0,5,20,16,24,880
1074,0,0,26,0,8,18,23,17,962
1075,0,0,20,0,7,17,26,22,943
1076,0,0,20,0,7,21,28,28,928
1077,0,0,20,0,10,24,19,26,899
1078,0,0,18,0,18,26,20,17,895
1079,0,0,22,0,14,22,27,10,889
1080,0,0,21,0,15,19,24,12,923
1081,0,0,19,0,25,19,18,17,873
1082,0,0,33,0,23,22,14,23,895
1083,0,0,19,0,26,19,23,27,891
1084,0,0,15,0,15,18,12,27,913
1085,0,0,22,0,20,27,22,28,837
1086,0,0,16,0,20,29,22,24,788
1087,0,0,20,0,27,20,17,28,861
1088,0,0,18,0,34,17,23,19,809
1089,0,0,21,0,29,15,13,17,851
1090,0,0,19,0,33,32,16,26,730
1091,0,0,31,0,37,15,18,28,798
1092,0,0,21,0,43,17,16,23,738
1093,0,0,21,0,46,27,29,16,679
1094,0,0,26,25638,51,19,12,30,655
1095,0,0,20,0,46,21,15,17,667
1096,0,0,21,0,36,17,24,27,611
1097,0,0,21,0,58,32,25,19,548
1098,0,0,23,0,46,19,22,29,543
1099,0,0,21,0,56,17,22,18,535
1100,0,0,20,0,46,27,33,25,454
1101,0,0,33,0,54,23,11,17,473
1102,0,0,29,0,57,16,21,16,399
1103,0,0,29,0,71,20,25,17,398
1104,0,0,18,0,68,31,27,31,367
1105,0,0,28,0,65,20,25,14,354
1106,0,0,26,0,79,22,10,23,287
1107,0,0,25,0,72,16,11,16,292
1108,0,0,32,0,81,23,17,23,259
1109,0,0,23,0,60,17,31,20,226
1110,0,0,22,0,48,27,27,18,244
1111,0,0,23,0,60,22,25,17,219
1112,0,0,18,0,76,27,14,17,191
1113,0,0,19,0,73,18,21,20,174
1114,0,0,23,0,63,14,22,25,164
1115,0,0,23,0,63,30,15,26,152
1116,0,0,18,0,61,23,13,11,119
1117,0,0,20,0,71,19,23,23,127
1118,0,0,16,0,57,25,11,15,102
1119,0,0,21,0,60,17,15,18,116
1120,0,0,22,0,66,17,18,18,97
1121,0,0,31,0,44,29,23,24,71
1122,0,0,26,0,47,22,20,17,73
1123,0,0,14,0,48,18,12,18,64
1124,0,0,19,0,56,15,17,16,48
1125,0,0,19,0,46,20,22,14,54
1126,0,0,17,0,41,26,19,14,47
1127,0,0,14,0,46,31,14,19,51
1128,0,0,20,0,35,28,29,15,60
1129,0,0,22,0,32,20,22,18,38
1130,0,0,26,0,40,22,27,23,44
1131,0,0,26,0,38,23,17,15,32
1132,0,0,13,0,31,20,21,21,44
1133,0,0,16,0,37,28,18,15,36
1134,0,0,22,0,31,23,25,19,51
1135,0,0,20,0,25,19,21,19,49
1136,0,0,19,0,30,11,22,23,49
1137,0,0,19,0,23,27,26,14,55
1138,0,0,22,0,21,16,26,21,67
1139,0,0,16,0,16,20,20,26,53
1140,0,0,18,0,23,20,25,19,75
1141,0,0,24,0,15,30,14,23,83
1142,0,0,18,0,12,21,16,15,95
1143,0,0,26,0,17,20,25,23,76
1144,0,0,28,0,13,22,19,16,99
1145,0,0,24,0,14,18,26,19,112
1146,0,0,18,0,9,16,31,22,132
1147,0,0,14,0,4,15,14,14,136
1148,0,0,23,0,10,14,16,15,134
1149,0,0,15,0,7,26,15,17,148
1150,0,0,22,0,6,18,27,21,190
1151,0,0,20,0,8,20,15,16,177
1152,0,0,20,0,6,19,26,20,214
1153,0,0,24,0,3,25,18,26,216
1154,0,0,16,0,2,23,21,21,232
1155,0,0,15,0,3,10,16,20,262
1156,0,0,16,0,3,19,23,24,261
1157,0,0,24,0,0,16,19,20,259
1158,0,0,26,0,1,15,20,14,320
1159,0,0,22,0,3,20,27,20,345
1160,0,0,23,0,2,24,21,24,378
1161,0,0,21,0,2,17,16,13,313
1162,0,0,21,0,0,23,20,32,392
1163,0,0,23,0,1,27,26,31,398
1164,0,0,21,0,1,15,16,16,415
1165,0,0,25,0,2,28,15,21,454
1166,0,0,26,0,2,19,26,22,469
1167,0,0,22,0,1,20,16,16,497
1168,0,0,18,0,1,21,22,19,528
1169,0,0,20,0,1,27,20,21,531
1170,0,0,18,0,1,17,25,23,557
1171,0,0,18,0,4,21,21,14,560
1172,0,0,26,0,3,23,21,18,618
1173,0,0,20,0,0,11,19,19,593
1174,0,0,20,0,3,19,27,21,639
1175,0,0,12,0,0,13,24,18,593
1176,0,0,14,0,4,22,16,24,652
1177,0,0,20,0,3,20,16,26,605
1178,0,0,24,0,11,16,23,19,684
1179,0,0,22,0,3,29,18,17,679
1180,0,0,20,0,10,16,24,22,665
1181,0,0,26,0,4,20,27,16,660
1182,0,0,19,0,13,20,16,16,733
1183,0,0,24,0,9,25,18,21,706
1184,0,0,17,0,8,27,26,21,746
1185,0,0,26,0,15,24,21,25,705
1186,0,0,26,0,15,20,30,29,740
1187,0,0,18,0,17,30,15,19,721
1188,0,0,26,0,18,22,15,15,721
1189,0,0,16,0,25,15,19,26,652
1190,0,0,20,0,23,21,28,12,684
1191,0,0,20,0,24,19,27,26,677
1192,0,0,19,0,23,15,23,15,700
1193,0,0,24,0,19,15,21,19,654
1194,0,0,19,0,33,22,20,17,673
1195,0,0,14,0,38,17,16,24,623
1196,0,0,24,0,36,22,21,19,634
1197,0,0,21,0,32,24,26,24,626
1198,0,0,20,0,35,23,26,16,559
1199,0,0,26,0,49,26,23,19,596
1200,0,0,19,0,44,27,24,22,570
1201,0,0,22,0,38,14,24,15,560
1202,0,0,19,0,46,15,12,21,579
1203,0,0,18,0,41,20,20,19,494
1204,0,0,19,0,52,14,15,17,560
1205,0,0,15,0,60,16,20,24,482
1206,0,0,15,0,48,11,26,26,470
1207,0,0,16,0,72,20,22,20,407
1208,0,0,19,0,51,23,23,15,411
1209,0,0,19,0,65,27,25,18,358
1210,0,0,15,0,72,17,23,22,372
1211,0,0,25,0,68,20,17,31,364
1212,0,0,20,0,72,25,24,15,325
1213,0,0,14,0,68,20,24,15,307
1214,0,0,16,0,65,24,16,19,304
1215,0,0,25,0,76,19,21,17,277
1216,0,0,27,0,60,22,23,13,274
1217,0,0,18,0,71,29,13,18,212
1218,0,0,21,0,70,19,19,30,217
1219,0,0,19,0,72,19,22,21,215
1220,0,0,18,0,76,23,28,21,185
1221,0,0,26,0,65,23,21,17,160
1222,0,0,17,0,75,25,31,16,149
1223,0,0,15,0,62,17,25,28,135
1224,0,0,23,0,73,15,13,19,100
1225,0,0,27,0,71,36,31,18,112
1226,0,0,19,0,88,20,23,18,94
1227,0,0,21,0,76,15,19,9,106
1228,0,0,28,0,74,25,23,21,94
1229,0,0,20,0,45,15,17,20,80
1230,0,0,17,0,54,29,20,26,81
1231,0,0,16,0,55,14,13,14,79
1232,0,0,18,0,68,31,18,18,50
1233,0,0,30,0,56,23,13,16,54
1234,0,0,27,0,55,19,20,15,60
1235,0,0,13,0,40,13,15,21,48
1236,0,0,25,0,51,31,22,17,36
1237,0,0,16,0,34,27,21,6,31
1238,0,0,22,0,43,16,20,17,44
1239,0,0,17,0,35,25,16,21,43
1240,0,0,19,0,31,20,15,21,33
1241,0,0,25,0,37,20,30,16,39
1242,0,0,22,0,27,24,23,18,50
1243,0,0,28,0,22,20,32,19,43
1244,0,0,21,0,19,18,15,23,51
1245,0,0,15,0,26,26,25,31,44
1246,0,0,23,0,15,21,17,14,56
1247,0,0,14,0,25,12,19,19,53
1248,0,0,24,0,26,22,17,17,67
1249,0,0,21,0,25,19,24,14,53
1250,0,0,21,0,20,12,25,24,62
1251,0,0,18,0,18,17,27,18,63
1252,0,0,16,0,23,18,22,32,79
1253,0,0,24,0,15,24,33,25,95
1254,0,0,15,0,7,17,21,16,90
1255,0,0,23,0,5,20,26,27,92
1256,0,0,20,0,14,26,21,19,123
1257,0,0,24,0,12,25,21,20,114
1258,0,0,22,0,12,21,20,15,115
1259,0,0,18,0,14,15,16,20,148
1260,0,0,16,0,9,18,18,24,159
1261,0,0,12,0,4,24,24,26,151
1262,0,0,16,0,8,21,22,18,164
1263,0,0,26,0,3,20,24,20,189
1264,0,0,22,0,4,27,16,24,218
1265,0,0,18,0,4,29,24,19,199
1266,0,0,22,0,0,27,26,15,223
1267,0,0,25,0,4,15,21,23,253
1268,0,0,23,0,2,21,21,17,267
1269,0,0,15,0,2,24,21,22,240
1270,0,0,17,0,2,27,25,19,301
1271,0,0,20,0,1,25,15,25,315
1272,0,0,20,0,0,17,16,15,326
1273,0,0,20,0,0,30,22,16,346
1274,0,0,14,0,4,16,20,20,359
1275,0,0,25,0,4,28,22,24,369
1276,0,0,21,0,1,12,18,24,368
1277,0,0,16,0,7,17,18,23,407
1278,0,0,21,0,1,15,26,21,401
1279,0,0,26,0,3,16,14,17,428
1280,0,0,22,0,3,8,22,22,419
1281,0,0,26,0,4,21,27,18,432
1282,0,0,29,0,2,12,10,20,483
1283,0,0,20,0,5,20,28,23,466
1284,0,0,19,0,3,21,13,14,445
1285,0,0,21,0,5,23,20,24,479
1286,0,0,15,0,6,18,19,26,502
1287,0,0,15,0,6,27,19,20,513
1288,0,0,28,0,5,20,20,20,515
1289,0,0,22,0,9,25,27,23,565
1290,0,0,14,0,7,23,17,19,518
1291,0,0,14,0,10,10,24,8,529
1292,0,0,17,0,10,25,17,28,547
1293,0,0,18,0,16,18,34,22,504
1294,0,0,12,0,10,31,28,20,550
1295,0,0,23,0,10,22,22,27,513
1296,0,0,18,0,12,29,16,23,516
1297,0,0,37,0,21,22,30,19,518
1298,0,0,33,0,16,22,18,21,531
1299,0,0,26,0,19,26,30,16,515
1300,0,0,24,0,21,20,12,15,504
1301,0,0,29,0,28,24,20,14,530
1302,0,0,21,0,20,23,18,20,491
1303,0,0,22,0,23,19,24,18,499
1304,0,0,21,0,29,30,21,21,515
1305,0,0,20,0,36,14,18,20,461
1306,0,0,21,0,27,20,18,14,475
1307,0,0,25,0,33,24,20,20,421
1308,0,0,28,0,44,16,19,26,473
1309,0,0,25,0,41,14,19,15,483
1310,0,0,30,0,51,17,21,20,416
1311,0,0,26,0,48,22,22,18,408
1312,0,0,17,0,54,30,25,17,407
1313,0,0,18,0,50,25,16,16,375
1314,0,0,15,0,41,18,20,20,369
1315,0,0,19,0,49,15,30,12,358
1316,0,0,14,0,36,18,24,35,369
1317,0,0,21,0,45,16,24,21,311
1318,0,0,18,0,53,20,22,22,329
1319,0,0,19,0,49,15,24,32,262
1320,0,0,17,0,52,16,24,28,263
1321,0,0,21,0,65,26,7,13,262
1322,0,0,21,0,62,21,24,22,254
1323,0,0,22,0,66,23,26,18,199
1324,0,0,18,0,57,19,16,24,192
1325,0,0,25,0,68,14,16,20,188
1326,0,0,21,0,67,17,20,29,161
1327,0,0,30,0,58,19,20,28,163
1328,0,0,19,0,37,19,20,22,150
1329,0,0,26,0,60,14,21,20,157
1330,0,0,20,0,66,25,27,14,154
1331,0,0,22,0,69,20,23,18,151
1332,0,0,22,0,63,17,19,19,130
1333,0,0,24,0,63,17,36,15,96
1334,0,0,23,0,66,15,20,13,96
1335,0,0,24,0,53,18,14,16,85
1336,0,0,22,0,51,18,12,25,77
1337,0,0,23,0,62,16,24,23,75
1338,0,0,25,0,59,20,18,28,73
1339,0,0,28,0,69,24,21,23,69
1340,0,0,25,0,52,18,23,24,72
1341,0,0,33,0,48,18,15,17,49
1342,0,0,9,0,37,21,20,25,48
1343,0,0,17,0,53,22,14,19,45
1344,0,0,31,0,54,21,14,26,41
1345,0,0,23,0,40,19,28,25,33
1346,0,1,17,0,41,29,21,23,32
1347,0,0,25,0,43,28,24,22,36
1348,0,0,23,0,46,22,12,24,44
1349,0,0,27,0,42,27,21,31,39
1350,0,0,20,0,47,28,24,19,46
1351,0,0,16,0,41,13,17,20,42
1352,0,0,27,0,38,20,15,13,36
1353,0,0,28,0,29,21,23,25,40
1354,0,0,23,0,35,26,20,18,40
1355,0,0,16,0,19,21,16,17,50
1356,0,0,18,0,27,26,21,20,66
1357,0,0,16,0,26,19,27,14,46
1358,0,0,19,0,26,17,28,16,54
1359,0,0,24,0,17,19,21,26,50
1360,0,0,22,0,15,15,18,19,66
1361,0,0,23,0,14,19,26,18,61
1362,0,0,20,0,9,17,17,10,69
